WebQTrn-78	(0, 0.0, 0.0)	0
WebQTrn-80	(0.33333333333333337, 1.0, 0.2)	1
WebQTrn-83	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-86	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-87	(0, 0.0, 0.0)	0
WebQTrn-88	(0.5, 1.0, 0.3333333333333333)	1
WebQTrn-90	(0, 0.0, 0.0)	0
WebQTrn-91	(0, 0.0, 0.0)	0
WebQTrn-92	(0, 0.0, 0.0)	0
WebQTrn-95	(0, 0.0, 0.0)	0
WebQTrn-96	(0, 0.0, 0.0)	0
WebQTrn-97	(1.0, 1.0, 1.0)	1
WebQTrn-98	(0, 0.0, 0.0)	0
WebQTrn-100	(0, 0.0, 0.0)	0
WebQTrn-101	(0.5714285714285715, 1.0, 0.4)	1
WebQTrn-102	(0.4, 1.0, 0.25)	1
WebQTrn-103	(0.041666666666666664, 0.5, 0.021739130434782608)	1
WebQTrn-105	(1.0, 1.0, 1.0)	1
WebQTrn-107	(0, 0.0, 0.0)	0
WebQTrn-108	(1.0, 1.0, 1.0)	1
WebQTrn-111	(0.25, 0.5, 0.16666666666666666)	1
WebQTrn-112	(0, 0.0, 0.0)	0
WebQTrn-113	(0, 0.0, 0.0)	0
WebQTrn-114	(0, 0.0, 0.0)	0
WebQTrn-115	(0.2857142857142857, 1.25, 0.16129032258064516)	1
WebQTrn-116	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-117	(0.5, 1.0, 0.3333333333333333)	1
WebQTrn-118	(0, 0.0, 0.0)	0
WebQTrn-119	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-120	(0, 0.0, 0.0)	0
WebQTrn-121	(0, 0.0, 0.0)	0
WebQTrn-122	(1.0, 1.0, 1.0)	1
WebQTrn-123	(0, 0.0, 0.0)	0
WebQTrn-124	(0.4, 1.0, 0.25)	1
WebQTrn-125	(0, 0.0, 0.0)	0
WebQTrn-128	(0, 0.0, 0.0)	0
WebQTrn-129	(0, 0.0, 0.0)	0
WebQTrn-130	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-131	(0, 0.0, 0.0)	0
WebQTrn-133	(0, 0.0, 0.0)	0
WebQTrn-134	(0, 0.0, 0.0)	0
WebQTrn-135	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-136	(0, 0.0, 0.0)	0
WebQTrn-137	(0.5, 1.0, 0.3333333333333333)	1
WebQTrn-138	(0.3333333333333333, 0.5, 0.25)	1
WebQTrn-139	(0, 0.0, 0.0)	0
WebQTrn-141	(0, 0.0, 0.0)	0
WebQTrn-142	(0.5, 0.5, 0.5)	0
WebQTrn-144	(0, 0.0, 0.0)	0
WebQTrn-145	(0, 0.0, 0.0)	0
WebQTrn-146	(0, 0.0, 0.0)	0
WebQTrn-147	(1.0, 1.0, 1.0)	1
WebQTrn-148	(1.0, 1.0, 1.0)	1
WebQTrn-150	(1.0, 1.0, 1.0)	1
WebQTrn-153	(0, 0.0, 0.0)	0
WebQTrn-155	(0, 0.0, 0.0)	0
WebQTrn-157	(0, 0.0, 0.0)	0
WebQTrn-158	(0.11764705882352941, 0.25, 0.07692307692307693)	1
WebQTrn-159	(0.5, 0.3333333333333333, 1.0)	1
WebQTrn-160	(0.5, 0.3333333333333333, 1.0)	1
WebQTrn-161	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-162	(0, 0.0, 0.0)	0
WebQTrn-163	(0, 0.0, 0.0)	0
WebQTrn-165	(1.0, 1.0, 1.0)	1
WebQTrn-166	(0, 0.0, 0.0)	0
WebQTrn-167	(0.4444444444444444, 0.6666666666666666, 0.3333333333333333)	1
WebQTrn-168	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-171	(0.33333333333333337, 0.2, 1.0)	1
WebQTrn-172	(1.0, 1.0, 1.0)	1
WebQTrn-174	(0, 0.0, 0.0)	0
WebQTrn-175	(0.4, 0.25, 1.0)	1
WebQTrn-176	(0, 0.0, 0.0)	0
WebQTrn-177	(0, 0.0, 0.0)	0
WebQTrn-178	(0, 0.0, 0.0)	0
WebQTrn-179	(1.0, 1.0, 1.0)	1
WebQTrn-180	(0.5714285714285715, 1.0, 0.4)	1
WebQTrn-181	(0.375, 1.0, 0.23076923076923078)	1
WebQTrn-183	(0.375, 13.5, 0.19014084507042253)	1
WebQTrn-184	(0, 0.0, 0.0)	0
WebQTrn-185	(0.4, 0.5, 0.3333333333333333)	1
WebQTrn-186	(0, 0.0, 0.0)	0
WebQTrn-188	(0, 0.0, 0.0)	0
WebQTrn-189	(0.4, 0.3333333333333333, 0.5)	1
WebQTrn-190	(0, 0.0, 0.0)	0
WebQTrn-191	(0.4444444444444445, 1.0, 0.2857142857142857)	1
WebQTrn-192	(0.33333333333333337, 1.0, 0.2)	1
WebQTrn-193	(0.6153846153846153, 1.0, 0.4444444444444444)	1
WebQTrn-194	(0.22222222222222224, 0.25, 0.2)	1
WebQTrn-195	(0.5, 1.0, 0.3333333333333333)	1
WebQTrn-197	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-198	(0.5, 0.5, 0.5)	1
WebQTrn-199	(0, 0.0, 0.0)	0
WebQTrn-200	(0, 0.0, 0.0)	0
WebQTrn-201	(0, 0.0, 0.0)	0
WebQTrn-203	(0.2857142857142857, 1.0, 0.16666666666666666)	1
WebQTrn-204	(0.5106382978723404, 1.0, 0.34285714285714286)	1
WebQTrn-205	(1.0, 1.0, 1.0)	1
WebQTrn-207	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-208	(0.5, 1.0, 0.3333333333333333)	1
WebQTrn-209	(0, 0.0, 0.0)	0
WebQTrn-210	(0, 0.0, 0.0)	0
WebQTrn-211	(1.0, 1.0, 1.0)	1
WebQTrn-212	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-213	(0, 0.0, 0.0)	0
WebQTrn-214	(0, 0.0, 0.0)	0
WebQTrn-216	(0, 0.0, 0.0)	0
WebQTrn-217	(0, 0.0, 0.0)	0
WebQTrn-219	(0.25, 0.5, 0.16666666666666666)	1
WebQTrn-220	(0.8, 1.0, 0.6666666666666666)	1
WebQTrn-222	(1.0, 1.0, 1.0)	1
WebQTrn-223	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-224	(0, 0.0, 0.0)	0
WebQTrn-225	(0, 0.0, 0.0)	0
WebQTrn-226	(1.0, 1.0, 1.0)	1
WebQTrn-227	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-228	(0.0016246953696181965, 0.6, 0.0008134490238611713)	1
WebQTrn-229	(0, 0.0, 0.0)	0
WebQTrn-230	(0, 0.0, 0.0)	0
WebQTrn-231	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-233	(0.5, 0.5, 0.5)	1
WebQTrn-234	(0.5, 1.0, 0.3333333333333333)	1
WebQTrn-235	(0, 0.0, 0.0)	0
WebQTrn-236	(0, 0.0, 0.0)	0
WebQTrn-237	(1.0, 1.0, 1.0)	1
WebQTrn-239	(0.3, 1.0, 0.17647058823529413)	1
WebQTrn-240	(0, 0.0, 0.0)	0
WebQTrn-241	(0.1818181818181818, 0.5, 0.1111111111111111)	1
WebQTrn-242	(1.142857142857143, 8.0, 0.6153846153846154)	1
WebQTrn-243	(0, 0.0, 0.0)	0
WebQTrn-244	(1.0, 1.0, 1.0)	1
WebQTrn-245	(0, 0.0, 0.0)	0
WebQTrn-246	(0.6666666666666666, 0.6666666666666666, 0.6666666666666666)	1
WebQTrn-247	(0, 0.0, 0.0)	0
WebQTrn-248	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-250	(0.28571428571428575, 0.3333333333333333, 0.25)	1
WebQTrn-252	(0.5, 1.0, 0.3333333333333333)	1
WebQTrn-253	(0.5, 1.0, 0.3333333333333333)	1
WebQTrn-254	(0.6666666666666666, 0.6666666666666666, 0.6666666666666666)	1
WebQTrn-256	(0.16666666666666666, 0.11764705882352941, 0.2857142857142857)	1
WebQTrn-257	(0, 0.0, 0.0)	0
WebQTrn-259	(0.14285714285714288, 1.0, 0.07692307692307693)	1
WebQTrn-260	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-261	(0.7142857142857143, 1.0, 0.5555555555555556)	1
WebQTrn-262	(0.5, 0.5, 0.5)	1
WebQTrn-263	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-264	(0, 0.0, 0.0)	0
WebQTrn-265	(1.0, 1.0, 1.0)	1
WebQTrn-266	(0, 0.0, 0.0)	0
WebQTrn-269	(0, 0.0, 0.0)	0
WebQTrn-270	(0, 0.0, 0.0)	0
WebQTrn-272	(0.5, 0.5, 0.5)	1
WebQTrn-273	(0, 0.0, 0.0)	0
WebQTrn-274	(0.5, 0.5, 0.5)	1
WebQTrn-275	(0, 0.0, 0.0)	0
WebQTrn-277	(0, 0.0, 0.0)	0
WebQTrn-278	(1.0, 1.0, 1.0)	1
WebQTrn-280	(1.0, 1.0, 1.0)	1
WebQTrn-282	(1.0, 1.0, 1.0)	1
WebQTrn-283	(0, 0.0, 0.0)	0
WebQTrn-284	(0, 0.0, 0.0)	0
WebQTrn-285	(0.5, 0.3333333333333333, 1.0)	1
WebQTrn-286	(0, 0.0, 0.0)	0
WebQTrn-287	(0.4, 0.25, 1.0)	1
WebQTrn-289	(1.0, 1.0, 1.0)	1
WebQTrn-290	(1.0, 1.0, 1.0)	1
WebQTrn-291	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-292	(1.0, 1.0, 1.0)	1
WebQTrn-293	(0.25, 0.5, 0.16666666666666666)	1
WebQTrn-294	(0, 0.0, 0.0)	0
WebQTrn-295	(0.4444444444444445, 1.0, 0.2857142857142857)	1
WebQTrn-296	(1.0, 1.0, 1.0)	1
WebQTrn-300	(0, 0.0, 0.0)	0
WebQTrn-301	(0.5, 0.5, 0.5)	1
WebQTrn-302	(0, 0.0, 0.0)	0
WebQTrn-303	(0, 0.0, 0.0)	0
WebQTrn-304	(0.3333333333333333, 0.5, 0.25)	1
WebQTrn-306	(0, 0.0, 0.0)	0
WebQTrn-307	(0, 0.0, 0.0)	0
WebQTrn-310	(0, 0.0, 0.0)	0
WebQTrn-312	(0.8, 1.0, 0.6666666666666666)	1
WebQTrn-313	(0.3571428571428571, 1.0, 0.21739130434782608)	1
WebQTrn-314	(0, 0.0, 0.0)	0
WebQTrn-315	(0.45833333333333337, 2.2, 0.2558139534883721)	1
WebQTrn-316	(0, 0.0, 0.0)	0
WebQTrn-317	(0, 0.0, 0.0)	0
WebQTrn-318	(0, 0.0, 0.0)	0
WebQTrn-319	(0, 0.0, 0.0)	0
WebQTrn-320	(0, 0.0, 0.0)	0
WebQTrn-321	(0.24000000000000002, 1.0, 0.13636363636363635)	1
WebQTrn-322	(0, 0.0, 0.0)	0
WebQTrn-323	(1.0, 1.0, 1.0)	1
WebQTrn-324	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-329	(0, 0.0, 0.0)	0
WebQTrn-331	(0, 0.0, 0.0)	0
WebQTrn-332	(0, 0.0, 0.0)	0
WebQTrn-334	(1.0, 1.0, 1.0)	1
WebQTrn-336	(0.2758620689655173, 1.0, 0.16)	1
WebQTrn-337	(0, 0.0, 0.0)	0
WebQTrn-338	(0, 0.0, 0.0)	0
WebQTrn-340	(0.37168141592920356, 1.0, 0.22826086956521738)	1
WebQTrn-342	(1.0, 1.0, 1.0)	1
WebQTrn-343	(0.43478260869565216, 1.25, 0.2631578947368421)	1
WebQTrn-344	(0, 0.0, 0.0)	0
WebQTrn-346	(1.0, 1.0, 1.0)	1
WebQTrn-347	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-348	(0, 0.0, 0.0)	0
WebQTrn-350	(0, 0.0, 0.0)	0
WebQTrn-352	(0.28571428571428575, 0.5, 0.2)	1
WebQTrn-354	(0, 0.0, 0.0)	0
WebQTrn-355	(0, 0.0, 0.0)	0
WebQTrn-356	(1.0, 1.0, 1.0)	1
WebQTrn-360	(0.1, 0.05263157894736842, 1.0)	1
WebQTrn-363	(0, 0.0, 0.0)	0
WebQTrn-366	(0, 0.0, 0.0)	0
WebQTrn-367	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-368	(0, 0.0, 0.0)	0
WebQTrn-369	(0.4, 1.0, 0.25)	1
WebQTrn-370	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-372	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-373	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-375	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-377	(0.3333333333333333, 0.5, 0.25)	1
WebQTrn-378	(0, 0.0, 0.0)	0
WebQTrn-379	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-380	(1.0, 1.0, 1.0)	1
WebQTrn-381	(0, 0.0, 0.0)	0
WebQTrn-382	(1.0, 1.0, 1.0)	1
WebQTrn-383	(0, 0.0, 0.0)	0
WebQTrn-385	(0.2857142857142857, 1.0, 0.16666666666666666)	1
WebQTrn-386	(0, 0.0, 0.0)	0
WebQTrn-387	(1.0, 1.0, 1.0)	1
WebQTrn-388	(1.0, 1.0, 1.0)	1
WebQTrn-389	(0, 0.0, 0.0)	0
WebQTrn-390	(0, 0.0, 0.0)	0
WebQTrn-391	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-393	(0, 0.0, 0.0)	0
WebQTrn-395	(0.46153846153846156, 0.75, 0.3333333333333333)	1
WebQTrn-397	(0.30158730158730157, 0.8636363636363636, 0.18269230769230768)	1
WebQTrn-399	(0.37499999999999994, 0.6, 0.2727272727272727)	1
WebQTrn-400	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-401	(0, 0.0, 0.0)	0
WebQTrn-402	(1.0, 1.0, 1.0)	1
WebQTrn-403	(1.0, 1.0, 1.0)	1
WebQTrn-404	(0, 0.0, 0.0)	0
WebQTrn-405	(0.8, 1.0, 0.6666666666666666)	1
WebQTrn-406	(1.0, 1.0, 1.0)	1
WebQTrn-407	(0.3333333333333333, 0.25, 0.5)	1
WebQTrn-408	(0, 0.0, 0.0)	0
WebQTrn-409	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-410	(0, 0.0, 0.0)	0
WebQTrn-411	(0, 0.0, 0.0)	0
WebQTrn-412	(0, 0.0, 0.0)	0
WebQTrn-413	(0, 0.0, 0.0)	0
WebQTrn-415	(0.33333333333333337, 0.2, 1.0)	1
WebQTrn-416	(0, 0.0, 0.0)	0
WebQTrn-417	(1.0, 1.0, 1.0)	1
WebQTrn-420	(1.0, 1.0, 1.0)	1
WebQTrn-421	(0, 0.0, 0.0)	0
WebQTrn-422	(0.25, 0.3333333333333333, 0.2)	1
WebQTrn-423	(0, 0.0, 0.0)	0
WebQTrn-424	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-426	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-427	(0.888888888888889, 1.0, 0.8)	1
WebQTrn-431	(1.0, 1.0, 1.0)	1
WebQTrn-432	(0, 0.0, 0.0)	0
WebQTrn-434	(0.4, 0.5, 0.3333333333333333)	1
WebQTrn-436	(0, 0.0, 0.0)	0
WebQTrn-437	(1.0, 1.0, 1.0)	1
WebQTrn-440	(0, 0.0, 0.0)	0
WebQTrn-441	(0, 0.0, 0.0)	0
WebQTrn-445	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-446	(0.33333333333333337, 1.0, 0.2)	1
WebQTrn-449	(1.0, 1.0, 1.0)	1
WebQTrn-450	(0, 0.0, 0.0)	0
WebQTrn-452	(0.4, 0.5, 0.3333333333333333)	1
WebQTrn-453	(0, 0.0, 0.0)	0
WebQTrn-456	(0.2857142857142857, 1.0, 0.16666666666666666)	1
WebQTrn-461	(0, 0.0, 0.0)	0
WebQTrn-462	(1.0, 1.0, 1.0)	1
WebQTrn-463	(0.2222222222222222, 1.0, 0.125)	1
WebQTrn-464	(0, 0.0, 0.0)	0
WebQTrn-465	(0.5333333333333333, 0.8, 0.4)	1
WebQTrn-466	(0, 0.0, 0.0)	0
WebQTrn-467	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-468	(0.1, 1.0, 0.05263157894736842)	1
WebQTrn-470	(0.3333333333333333, 0.5, 0.25)	1
WebQTrn-471	(0.7272727272727272, 0.6666666666666666, 0.8)	1
WebQTrn-472	(0.5714285714285715, 1.0, 0.4)	1
WebQTrn-473	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-474	(0.5, 1.0, 0.3333333333333333)	1
WebQTrn-475	(0.4, 0.3333333333333333, 0.5)	1
WebQTrn-476	(0.4482758620689655, 1.0833333333333333, 0.2826086956521739)	1
WebQTrn-477	(0, 0.0, 0.0)	0
WebQTrn-478	(0.0625, 0.5, 0.03333333333333333)	1
WebQTrn-480	(0, 0.0, 0.0)	0
WebQTrn-481	(0, 0.0, 0.0)	0
WebQTrn-482	(0, 0.0, 0.0)	0
WebQTrn-484	(0, 0.0, 0.0)	0
WebQTrn-485	(0, 0.0, 0.0)	0
WebQTrn-486	(0.4, 1.0, 0.25)	1
WebQTrn-487	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-488	(1.0, 1.0, 1.0)	1
WebQTrn-489	(1.0, 1.0, 1.0)	1
WebQTrn-490	(0, 0.0, 0.0)	0
WebQTrn-491	(0, 0.0, 0.0)	0
WebQTrn-492	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-493	(0.5, 1.0, 0.3333333333333333)	1
WebQTrn-494	(0, 0.0, 0.0)	0
WebQTrn-495	(0, 0.0, 0.0)	0
WebQTrn-496	(0.6, 1.5, 0.375)	1
WebQTrn-498	(0, 0.0, 0.0)	0
WebQTrn-499	(0, 0.0, 0.0)	0
WebQTrn-500	(0, 0.0, 0.0)	0
WebQTrn-501	(0.16666666666666669, 1.0, 0.09090909090909091)	1
WebQTrn-502	(0, 0.0, 0.0)	0
WebQTrn-503	(0, 0.0, 0.0)	0
WebQTrn-504	(0, 0.0, 0.0)	0
WebQTrn-505	(0.4, 1.0, 0.25)	1
WebQTrn-506	(1.0, 1.0, 1.0)	1
WebQTrn-507	(0.4444444444444445, 1.0, 0.2857142857142857)	1
WebQTrn-509	(1.0, 1.0, 1.0)	1
WebQTrn-511	(1.0, 1.0, 1.0)	1
WebQTrn-512	(0, 0.0, 0.0)	0
WebQTrn-513	(0, 0.0, 0.0)	0
WebQTrn-514	(0.2318840579710145, 1.6, 0.125)	1
WebQTrn-515	(0, 0.0, 0.0)	0
WebQTrn-516	(0, 0.0, 0.0)	0
WebQTrn-517	(1.0, 1.0, 1.0)	1
WebQTrn-519	(1.0, 1.0, 1.0)	1
WebQTrn-520	(0.18181818181818182, 0.125, 0.3333333333333333)	1
WebQTrn-521	(0, 0.0, 0.0)	0
WebQTrn-522	(1.0, 1.0, 1.0)	1
WebQTrn-524	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-526	(0.15384615384615383, 0.3333333333333333, 0.1)	1
WebQTrn-527	(0, 0.0, 0.0)	0
WebQTrn-528	(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)	1
WebQTrn-529	(0, 0.0, 0.0)	0
WebQTrn-530	(1.2272727272727273, 2.7, 0.7941176470588235)	1
WebQTrn-531	(0.3333333333333333, 0.5, 0.25)	1
WebQTrn-532	(0, 0.0, 0.0)	0
WebQTrn-533	(0, 0.0, 0.0)	0
WebQTrn-535	(0.5, 1.0, 0.3333333333333333)	1
WebQTrn-538	(0.8148148148148148, 0.8461538461538461, 0.7857142857142857)	1
WebQTrn-540	(0, 0.0, 0.0)	0
WebQTrn-541	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-543	(0, 0.0, 0.0)	0
WebQTrn-544	(0, 0.0, 0.0)	0
WebQTrn-546	(0.8, 1.0, 0.6666666666666666)	1
WebQTrn-547	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-548	(0.3333333333333333, 0.5, 0.25)	1
WebQTrn-550	(0.5, 0.3333333333333333, 1.0)	1
WebQTrn-551	(0.4, 0.5, 0.3333333333333333)	1
WebQTrn-552	(0, 0.0, 0.0)	0
WebQTrn-553	(1.0, 1.0, 1.0)	1
WebQTrn-555	(0, 0.0, 0.0)	0
WebQTrn-556	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-559	(0.6666666666666666, 0.8, 0.5714285714285714)	1
WebQTrn-560	(0, 0.0, 0.0)	0
WebQTrn-561	(0, 0.0, 0.0)	0
WebQTrn-562	(1.0, 1.0, 1.0)	1
WebQTrn-563	(1.0, 1.0, 1.0)	1
WebQTrn-564	(0, 0.0, 0.0)	0
WebQTrn-565	(0, 0.0, 0.0)	0
WebQTrn-567	(0.3863636363636363, 1.0625, 0.2361111111111111)	1
WebQTrn-568	(1.0, 1.0, 1.0)	1
WebQTrn-569	(0.4, 0.5, 0.3333333333333333)	1
WebQTrn-570	(0.5, 0.5, 0.5)	1
WebQTrn-571	(0, 0.0, 0.0)	0
WebQTrn-572	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-574	(1.0, 1.0, 1.0)	1
WebQTrn-575	(1.0, 1.0, 1.0)	1
WebQTrn-577	(0.3333333333333333, 0.5, 0.25)	1
WebQTrn-578	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-580	(0.36363636363636365, 1.3333333333333333, 0.21052631578947367)	1
WebQTrn-581	(0, 0.0, 0.0)	0
WebQTrn-584	(0, 0.0, 0.0)	0
WebQTrn-585	(1.0, 1.0, 1.0)	1
WebQTrn-586	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-587	(0.4, 0.3333333333333333, 0.5)	1
WebQTrn-589	(1.0, 1.0, 1.0)	1
WebQTrn-590	(0, 0.0, 0.0)	0
WebQTrn-592	(0.16666666666666666, 0.125, 0.25)	1
WebQTrn-594	(0, 0.0, 0.0)	0
WebQTrn-595	(0, 0.0, 0.0)	0
WebQTrn-596	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-598	(0, 0.0, 0.0)	0
WebQTrn-599	(0.33333333333333337, 0.2, 1.0)	1
WebQTrn-601	(0.5, 1.0, 0.3333333333333333)	1
WebQTrn-603	(0.5555555555555556, 1.0, 0.38461538461538464)	1
WebQTrn-6WebQTrn-574	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-575	(1.0, 1.0, 1.0)	1
WebQTrn-577	(0.8571428571428571, 1.0, 0.75)	1
WebQTrn-578	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-580	(0.7878787878787878, 0.9285714285714286, 0.6842105263157895)	1
WebQTrn-581	(0.5, 0.3333333333333333, 1.0)	1
WebQTrn-584	(1.0, 1.0, 1.0)	1
WebQTrn-585	(1.0, 1.0, 1.0)	1
WebQTrn-586	(0, 0.0, 0.0)	0
WebQTrn-587	(1.0, 1.0, 1.0)	1
WebQTrn-589	(1.0, 1.0, 1.0)	1
WebQTrn-590	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-592	(1.0, 1.0, 1.0)	1
WebQTrn-594	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-595	(0.8333333333333333, 1.0, 0.7142857142857143)	1
WebQTrn-596	(0.6666666666666666, 0.5, 1.0)	1
WebQTrn-598	(0, 0.0, 0.0)	0
WebQTrn-599	(0, 0.0, 0.0)	0
WebQTrn-601	(0.8, 1.0, 0.6666666666666666)	1
WebQTrn-603	(0.9600000000000001, 1.0, 0.9230769230769231)	1
WebQTrn-605	(0.4, 1.0, 0.25)	1
WebQTrn-606	(0.9333333333333333, 1.0, 0.875)	1
WebQTrn-607	(0.888888888888889, 0.8, 1.0)	1
WebQTrn-610	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-612	(0.7272727272727273, 1.0, 0.5714285714285714)	1
WebQTrn-613	(0, 0.0, 0.0)	0
WebQTrn-614	(0.8, 0.6666666666666666, 1.0)	1
WebQTrn-616	(0.6666666666666666, 1.0, 0.5)	1
WebQTrn-617	(1.0, 1.0, 1.0)	1
WebQTrn-618	(0, 0.0, 0.0)	0
WebQTrn-619	(0, 0.0, 0.0)	0
WebQTrn-620	(1.0, 1.0, 1.0)	1
WebQTrn-621	(0, 0.0, 0.0)	0
WebQTrn-622	(0, 0.0, 0.0)	0
WebQTrn-624	(0.16666666666666669, 0.09090909090909091, 1.0)	1
WebQTrn-625	(0.8, 1.0, 0.6666666666666666)	1
WebQTrn-627	(1.0, 1.0, 1.0)	1
WebQTrn-628	(1.0, 1.0, 1.0)	1
WebQTrn-629	(1.0, 1.0, 1.0)	1
WebQTrn-630	(0.6, 0.75, 0.5)	1
WebQTrn-631	(1.0, 1.0, 1.0)	1
WebQTrn-632	(0.8, 1.0, 0.6666666666666666)	1
